date,weather_code,temperature_2m_max,wind_speed_10m_max,wind_direction_10m_dominant
2023-10-31 00:00:00+00:00,3.0,10.391,15.141414,324.4233
2023-11-01 00:00:00+00:00,51.0,8.490999,20.371038,316.76672
2023-11-02 00:00:00+00:00,3.0,8.441,10.661107,278.60638
2023-11-03 00:00:00+00:00,3.0,13.091,13.276144,206.03847
2023-11-04 00:00:00+00:00,3.0,13.141,10.315115,245.62593
2023-11-05 00:00:00+00:00,51.0,17.341,13.979871,328.28287
2023-11-06 00:00:00+00:00,3.0,13.490999,11.966954,59.62094
2023-11-07 00:00:00+00:00,65.0,20.140999,17.811815,233.816
2023-11-08 00:00:00+00:00,3.0,13.941,15.463246,321.12415
2023-11-09 00:00:00+00:00,51.0,15.941,12.10157,146.94417
2023-11-10 00:00:00+00:00,51.0,11.990999,16.595179,265.05173
2023-11-11 00:00:00+00:00,3.0,11.441,17.10284,295.9743
2023-11-12 00:00:00+00:00,3.0,7.441,10.829959,5.8394203
2023-11-13 00:00:00+00:00,2.0,9.141,11.119281,267.81836
2023-11-14 00:00:00+00:00,3.0,10.141,19.523155,300.94705
2023-11-15 00:00:00+00:00,3.0,11.841,10.483357,265.6956
2023-11-16 00:00:00+00:00,3.0,16.640999,10.883676,251.26059
2023-11-17 00:00:00+00:00,3.0,17.791,19.770523,204.66667
2023-11-18 00:00:00+00:00,61.0,13.841,21.470612,316.6846
2023-11-19 00:00:00+00:00,0.0,11.740999,17.698677,269.20795
2023-11-20 00:00:00+00:00,3.0,7.041,13.627795,344.95355
2023-11-21 00:00:00+00:00,61.0,5.341,23.143827,77.97059
2023-11-22 00:00:00+00:00,65.0,12.540999,24.535524,27.243551
2023-11-23 00:00:00+00:00,3.0,10.141,16.418526,295.0551
2023-11-24 00:00:00+00:00,3.0,8.591,14.618837,298.1549
2023-11-25 00:00:00+00:00,3.0,3.7910001,16.215992,328.65216
2023-11-26 00:00:00+00:00,55.0,7.991,13.004921,101.560135
2023-11-27 00:00:00+00:00,63.0,7.941,24.033876,274.89508
2023-11-28 00:00:00+00:00,71.0,3.2410002,25.744402,274.63538
2023-11-29 00:00:00+00:00,3.0,0.591,20.907913,257.4571
2023-11-30 00:00:00+00:00,3.0,9.441,13.281023,229.54027
2023-12-01 00:00:00+00:00,55.0,4.591,11.440979,218.69948
2023-12-02 00:00:00+00:00,53.0,15.790999,9.255571,258.18384
2023-12-03 00:00:00+00:00,63.0,10.040999,15.84,81.00035
2023-12-04 00:00:00+00:00,51.0,8.990999,18.844202,264.55975
2023-12-05 00:00:00+00:00,3.0,5.991,12.24,293.85162
2023-12-06 00:00:00+00:00,51.0,4.541,19.8,339.569
2023-12-07 00:00:00+00:00,73.0,3.591,17.782686,264.2895
2023-12-08 00:00:00+00:00,3.0,9.641,9.422101,223.80658
2023-12-09 00:00:00+00:00,3.0,10.441,8.557102,99.904144
2023-12-10 00:00:00+00:00,63.0,14.040999,11.966954,164.57777
2023-12-11 00:00:00+00:00,71.0,11.941,26.795223,306.05695
2023-12-12 00:00:00+00:00,2.0,5.791,16.520823,252.79959
2023-12-13 00:00:00+00:00,0.0,5.591,18.430452,264.49542
2023-12-14 00:00:00+00:00,3.0,4.491,12.864649,277.43973
2023-12-15 00:00:00+00:00,0.0,10.740999,18.03237,261.83063
2023-12-16 00:00:00+00:00,3.0,10.941,10.853866,299.89883
2023-12-17 00:00:00+00:00,61.0,10.441,20.12461,92.77573
2023-12-18 00:00:00+00:00,63.0,12.941,26.82906,325.68832
2023-12-19 00:00:00+00:00,71.0,5.791,23.708124,280.6609
2023-12-20 00:00:00+00:00,3.0,6.841,12.287555,295.63153
2023-12-21 00:00:00+00:00,1.0,5.441,10.44,330.95963
2023-12-22 00:00:00+00:00,3.0,2.691,8.913181,52.67688
2023-12-23 00:00:00+00:00,3.0,5.991,7.7879906,103.08301
2023-12-24 00:00:00+00:00,51.0,7.8910003,8.350138,97.46041
2023-12-25 00:00:00+00:00,3.0,10.441,6.87779,72.928856
2023-12-26 00:00:00+00:00,3.0,7.841,7.5685663,88.617294
2023-12-27 00:00:00+00:00,63.0,8.240999,13.627795,78.922935
2023-12-28 00:00:00+00:00,65.0,10.941,21.129885,50.106544
2023-12-29 00:00:00+00:00,51.0,9.941,13.004921,271.91263
2023-12-30 00:00:00+00:00,51.0,7.041,21.322214,275.06198
2023-12-31 00:00:00+00:00,3.0,6.541,15.978486,272.76645
